Age, Income
26, $32000
34, $777400
56, $389300
58, $58200
33, $66200
64, $10900
64, $77100
24, $55400
34, $51200
27, $34400
41, $92300
23, $13800
71, $35600
51, $32400
57, $412200
30, $36300
34, $62900
69, $16400
71, $20700
63, $86000
42, $7000
33, $49800
48, $840000
29, $34500
25, $14200
58, $14800
29, $1100
33, $43800
72, $151400
41, $23900
68, $65300
60, $22100
87, $71800
57, $106100
35, $33500
31, $72300
30, $74600
38, $43400
29, $33200
36, $626000
51, $651900
35, $122200
36, $34900
48, $41000
50, $23800
55, $58900
54, $548800
81, $27700
29, $72300
50, $72100
47, $14400
32, $121300
28, $85100
41, $220300
63, $84000
64, $74800
58, $135800
46, $242200
33, $292000
24, $17700
51, $669800
71, $516200
72, $53200
57, $71300
41, $46400
40, $45600
68, $14600
41, $77800
61, $36000
87, $117800
45, $25500
91, $84200
70, $28100
39, $127600
73, $44700
26, $45700
26, $72900
56, $60000
85, $20800
57, $102800
50, $59900
80, $49400
51, $99100
35, $117100
52, $47100
37, $54100
72, $100000
51, $20700
43, $117700
58, $34500
61, $72300
63, $346000
55, $143800
55, $350900
34, $44400
59, $46500
38, $70800
40, $141100
37, $134800
54, $968900
75, $55800
28, $81800
44, $7300
44, $393100
51, $106800
41, $894600
69, $39000
38, $65100
64, $89200
80, $48500
44, $67200
23, $60900
55, $32400
37, $28200
60, $61000
63, $44200
33, $81300
42, $115200
49, $137100
55, $88200
28, $137000
22, $73800
38, $176100
15, $45200
53, $99300
43, $86500
74, $13300
50, $991800
26, $114800
43, $104800
54, $146300
34, $67300
30, $81500
44, $6100
52, $10700
36, $109700
66, $50500
79, $12600
50, $14200
55, $671800
35, $113300
50, $25900
57, $14900
54, $130400
77, $32700
42, $64900
81, $27300
56, $36000
28, $69300
35, $205900
62, $11700
35, $531200
25, $98300
46, $146700
26, $45000
57, $99300
31, $71800
38, $492700
41, $358400
38, $149500
89, $13300
63, $94300
51, $74400
81, $54200
85, $52500
89, $13700
53, $52400
41, $38000
56, $77500
65, $29600
35, $134800
32, $81700
52, $83000
91, $16000
51, $133100
30, $78000
53, $631200
62, $65300
33, $11000
54, $219500
58, $42400
29, $140800
29, $126100
35, $788400
64, $47700
49, $54600
87, $29500
54, $19800
85, $54600
37, $90800
81, $14900
50, $691100
34, $133700
69, $963100
68, $61500
56, $46300
44, $64500
44, $46400
39, $117700
26, $27900
33, $453200
43, $20700
36, $30600
32, $41700
31, $74000
25, $98500
69, $53500
66, $99500
56, $141400
76, $13400
83, $133900
64, $27600
60, $64100
51, $25500
62, $43700
59, $28800
53, $105900
48, $34400
91, $14800
51, $82900
22, $33900
53, $128000
73, $28300
40, $138200
33, $84300
31, $107600
64, $27600
73, $32100
51, $84700
82, $20100
40, $59300
50, $49100
26, $6500
71, $92200
51, $105900
47, $22900
46, $81800
70, $44700
56, $45700
72, $14400
33, $30200
33, $28300
83, $31300
46, $295600
78, $47700
49, $320400
72, $49900
44, $65900
55, $39600
69, $15000
51, $45700
48, $113000
43, $706200
46, $397800
25, $95500
58, $71200
54, $17900
34, $82200
41, $121700
49, $72300
45, $935700
36, $54600
82, $50200
36, $920100
73, $14700
67, $24000
87, $84800
42, $28100
44, $105100
44, $88000
82, $43000
55, $50000
50, $672100
56, $85400
51, $21400
28, $82100
57, $87900
73, $57600
49, $119500
74, $58800
71, $65800
71, $38800
36, $23100
49, $143500
64, $14000
46, $44200
49, $61700
74, $59100
77, $13000
47, $616600
46, $14600
42, $628600
36, $47200
74, $132700
56, $483100
89, $66800
20, $19600
69, $131000
51, $44300
25, $36300
34, $99300
68, $18300
52, $99100
85, $90400
72, $43200
85, $13900
38, $77600
76, $98500
45, $935100
82, $31600
39, $104700
33, $144400
76, $18100
43, $72600
45, $125900
35, $116700
38, $63300
79, $111800
48, $55200
79, $11300
48, $114000
78, $12800
61, $55200
60, $48600
56, $989100
43, $63900
75, $17000
50, $56800
53, $71400
58, $76600
66, $86200
62, $26800
91, $9700
62, $129800
27, $55100
45, $89100
47, $106400
38, $71400
40, $100000
53, $146400
68, $332700
38, $62900
33, $80000
30, $57000
76, $36900
40, $60800
31, $66600
75, $22300
46, $70300
50, $204600
69, $48400
48, $92500
39, $115500
75, $11500
53, $138900
68, $57300
69, $46400
27, $100800
38, $736800
27, $59500
27, $32100
24, $31800
32, $137100
46, $570100
93, $13700
33, $15900
31, $35300
27, $106000
53, $86000
56, $43300
61, $570900
82, $52800
59, $7500
54, $136800
42, $137400
82, $32600
64, $91100
67, $40100
50, $66300
48, $70600
22, $26500
60, $54400
57, $50200
30, $48700
37, $75800
43, $128000
59, $81200
37, $36400
47, $100000
54, $53500
60, $67100
30, $49200
50, $571400
65, $99200
70, $72100
36, $37500
23, $23200
37, $941900
45, $142000
51, $93700
51, $45600
77, $21300
71, $33000
53, $144300
32, $23300
79, $48600
85, $39900
59, $149500
63, $303900
37, $95100
49, $82500
56, $137800
80, $92400
26, $72100
68, $99900
36, $27800
65, -$3400
25, $39400
35, $33200
36, $43500
44, $103500
56, $777700
47, $46500
49, $73400
39, $10900
51, $68100
35, $11600
46, $50800
50, $936200
40, $65400
45, $9500
31, $80700
55, $36100
61, $298300
53, $18200
52, $288100
55, $994600
34, $84200
44, $132900
69, $39700
85, $15300
35, $0
51, $50100
54, $70000
45, $122600
42, $31200
56, $108900
80, $29500
40, $71300
58, $11700
50, $28300
52, $46000
63, $89900
77, $22400
57, $45600
50, $158600
79, $9000
37, $71900
64, $34000
68, $34900
68, $76300
63, $12200
53, $33100
73, $147900
55, $57000
18, $142500
77, $38800
56, $25500
85, $13700
52, $59100
38, $125300
39, $510800
59, $69600
77, $86100
35, $94900
85, $13300
72, $23100
41, $72700
60, $109100
61, $671200
53, $147700
48, $61000
53, $38100
46, $41700
81, $13800
28, $36300
54, $394200
45, $29100
55, $930400
79, $26000
50, $129900
60, $19400
74, $56700
64, $30400
41, $36400
51, $11600
32, $87400
65, $134700
57, $627600
73, $52800
40, $129700
55, $14700
70, $24600
45, $105500
29, $30700
33, $127300
39, $426400
74, $15200
27, $5000
70, $557000
60, $138300
38, $18800
43, $94300
63, $102400
23, $12600
36, $136000
25, $70600
45, $35500
28, $61700
48, $18100
52, $39600
26, $5900
50, $43700
47, $11000
42, $135400
28, $32400
70, $65700
43, $60200
53, $755200
46, $134200
57, $79200
65, $59400
65, $34900
42, $140500
60, $114600
75, $46600
39, $126700
64, $57900
47, $130400
64, $35700
57, $45000
59, $55800
71, $144000
63, $79800
33, $54100
55, $118800
61, $577300
63, $25100
53, $121200
45, $94800
54, $124600
38, $143300
42, $789500
46, $107400
38, $5300
50, $62700
58, $70700
51, $37800
57, $58200
69, $27300
20, $37900
60, $63800
81, $13100
27, $45100
50, $58600
25, $41700
75, $17600
82, $18500
62, $581700
76, $67900
93, $16300
71, $44700
31, $46800
75, $29500
74, $88600
53, $80700
79, $38700
59, $25000
61, $18200
91, $73400
60, $67300
59, $51700
55, $138400
36, $51700
59, $637100
50, $76800
80, $79400
44, $106600
21, $97400
49, $86700
28, $27600
39, $74200
56, $148800
67, $48900
55, $93400
34, $28500
85, $14000
57, $10300
58, $29700
25, $16400
37, $73500
36, $64100
65, $93200
62, $24200
27, $148600
33, $83800
18, $16200
48, $54200
52, $88800
38, $58300
87, $25400
52, $27100
66, $74000
37, $58900
57, $67500
37, $91900
60, $81000
77, $22900
79, $14000
43, $589000
36, $134300
50, $9900
27, $70000
69, $864900
51, $91000
36, $83100
35, $99300
27, $14200
68, $25000
46, $12600
81, $40300
68, $13600
57, $96600
70, $46100
51, $8400
36, $130900
49, $66600
41, $31300
25, $45500
21, $16300
42, $44900
74, $66300
56, $25000
38, $29400
76, $38000
27, $3500
33, $60600
48, $140600
74, $10400
53, $45100
62, $58900
81, $8000
65, $8000
52, $66800
59, $10100
58, $38200
67, $28900
29, $84600
55, $64500
59, $79000
66, $113200
61, $25600
73, $31900
49, $91400
54, $80200
44, $9000
36, $13400
44, $631600
82, $19500
69, $35800
55, $14000
29, $8500
85, $32600
63, $78800
21, $25800
30, $99300
59, $11300
85, $22600
83, $22900
25, -$3800
87, $24100
60, $259600
79, $61000
25, $18600
55, $30700
70, $33400
27, $93800
80, $11700
75, $11700
37, $52000
67, $24200
64, $49800
46, $56700
57, $129800
85, $13000
54, $145300
19, $8800
37, $26100
47, $9200
80, $21800
28, $30000
45, $52500
82, $666200
50, $57100
68, $8900
50, $63300
46, $59300
20, $12500
37, $67900
82, $14200
25, $27300
22, $41300
43, $84900
30, $36500
63, $36700
82, $11200
23, $16300
64, $84500
61, $30200
43, $134200
46, $69300
55, $79800
41, $93100
33, $15300
71, $13000
63, $97900
43, $96900
40, $32500
54, $97700
38, $18700
57, $119300
74, $112900
45, $302000
38, $147000
51, $63600
81, $18100
81, $6400
38, $31800
49, $91400
53, $74000
50, $65700
63, -$3300
57, $58900
34, $127400
62, $72400
30, $106200
76, $38900
54, $68000
74, $38700
61, $13600
76, $104700
73, $23700
61, $988700
51, $29900
31, $45300
62, $643400
32, $33500
65, $44500
55, $90100
43, $93400
29, $28700
57, $96700
27, $31800
25, $69900
65, $65700
43, $67600
52, $53800
31, $135800
31, $62300
65, $39000
56, $28000
48, $80900
67, $50800
64, $34800
61, $15300
31, $59800
58, $448400
45, $181200
46, $36500
81, $41600
31, $86400
49, $27200
71, $58100
73, $7300
54, $19700
32, $118600
27, $23900
32, $74200
34, $58800
81, $672800
61, $78000
47, $136100
55, $5300
58, $70300
79, $33900
31, $49500
33, $93300
80, $74200
75, $49200
47, $51400
66, $54800
68, $14500
78, $56800
22, $14900
47, $67700
78, $47500
31, $70500
35, $40600
64, $34200
71, $46500
68, $621200
65, $72100
45, $81900
66, $51000
39, $52400
42, $30900
22, $19900
69, $30800
48, $32600
55, $85100
56, $33800
60, $73100
44, $72100
51, $50700
77, $134900
59, $57200
66, $139700
50, $851800
31, $26300
76, $13700
70, $27800
69, $95000
73, $42500
72, $23000
42, $63700
46, $72200
69, $33000
47, $104500
34, $73600
67, $8200
37, $101300
45, $147700
79, $138600
72, $24800
91, $53100
23, $8300
33, $66100
44, $84500
58, $23100
19, $16000
73, $32200
85, $71500
72, $43400
68, $101000
42, $81500
35, $52000
30, $94100
59, $43300
81, $48400
61, $23000
62, $51600
68, $9600
65, $79400
30, $62200
55, $44100
34, $29300
68, $31800
20, $24300
38, $94400
58, $132200
47, $30500
64, $17400
78, $31400
50, $43900
63, $54900
48, $38600
35, $5200
33, $81400
28, $37100
42, $22000
48, $23300
34, $21200
74, $30200
42, $25700
37, $73500
58, $185200
54, $80700
72, $25900
91, $18200
61, $11300
20, $9600
45, $31300
49, -$4600
62, $46100
79, $32400
42, $128000
22, $700
62, $33000
66, $39900
53, $23900
62, $93700
42, $95400
87, $27800
72, $27900
24, $62600
22, $26000
60, $75300
52, $62800
55, $300600
61, $43000
21, $42800
41, $402000
60, $24900
27, $47600
24, $29700
56, $17200
48, $71100
45, $17400
87, $12200
51, $73100
24, -$4100
23, $45600
50, $873600
32, $4600
41, $63500
59, $433200
27, $52500
32, $149300
49, $82800
87, $46800
80, $112300
45, $53700
63, $76000
57, $7600
21, $43400
37, $72800
45, $77800
36, $93900
56, $31300
71, $32100
59, $37300
85, $24200
27, $31600
26, $34300
71, $27000
49, $71000
24, $46400
61, $56900
18, $22100
47, $71900
46, $51100
24, $47000
85, $18700
67, $8300
59, $141000
64, $16300
30, $52100
23, $12900
45, $788000
48, $132500
38, $136600
35, $125900
34, $61000
48, $87100
39, $112600
22, $5000
73, $22100
71, $35500
39, $92300
59, $37200
80, $13100
56, $44600
55, $57100
53, $26800
42, $64100
37, $32100
58, $22000
25, $29200
76, $22200
66, -$4800
74, $28100
28, $75300
76, $23200
38, $40600
46, $117900
54, $88400
52, -$3100
21, -$1200
63, $17800
41, $133200
24, $14500
66, $60500
34, $39900
64, $18200
44, $88900
70, $18600
82, $28400
62, $60800
33, $466000
28, $12500
53, $37100
54, $26700
41, $113900
64, $16000
65, $97200
33, $101200
24, $43800
58, $58200
34, $149100
32, $124000
43, $43500
58, $48300
34, $30700
60, $146900
45, $59800
67, $86100
23, $3100
71, $56200
64, $10300
65, $13700
28, $30600
50, $92300
62, $45500
57, $96300
67, $9100
21, $45800
17, $13800
40, $141300
25, $13700
61, $99300
50, $49700
25, $135500
74, $13700
60, $53000
50, $63200
27, $45700
27, $14400
80, $23600
54, $149300
32, $89100
71, $28600
27, $34800
22, $53400
38, $99700
48, $50400
32, $30800
72, $35900
62, $83800
52, $103000
72, $16100
46, $69500
44, $19300
58, $26600
40, $118300
22, $9900
52, $33400
60, $84400
56, $47200
72, $44900
52, $87000
58, $48200
34, $12100
65, $45500
45, $117100
70, $99800
59, $48200
59, $129700
23, $53900
56, $58700
32, $37600
66, $40700
52, $124400
43, $137800
35, $45300
26, -$4600
33, $336100
68, $26400
56, $32100
62, $22900
37, $19700
54, $30700
54, $120500
84, $46300
35, $7700
79, $48400
64, $92200
50, $13600
53, $12700
69, $8900
63, $609400
64, $47100
35, $651100
42, $28700
70, $20900
48, $27400
30, $6600
62, $30100
43, $51600
40, $106500
65, $10600
53, $33700
27, $90300
84, $86700
48, $44300
68, $20700
27, $15800
73, $29400
69, $14800
55, $30500
35, $6000
67, $41300
80, $22600
39, $59600
28, $59700
55, $44500
65, $33800
59, $35800
29, $53500
48, $61000
35, $38900
63, $97500
74, $24800
58, $45700
40, $101800
57, $54600
41, $128300
63, $128100
87, $40000
43, $66500
49, $86000
74, $18900
25, $24100
52, $89600
61, $39600
19, $80400
37, $82500
38, $44500
89, $13400
36, $32500
27, $81400
55, $33300
57, $53300
76, $30900
41, $43800
66, $38400
56, $114500
57, $67100
42, $2600
43, $75000
44, $99900
39, $145800
62, $79600
30, $32500
42, $139800
67, $26200
73, $30000
63, $143400
44, $93400
50, $93600
62, $99200
63, $49300
73, $10500
32, -$4300
49, $123700
46, $165400
55, $13900
47, $28500
58, $669600
17, $34500
75, $71500
62, $48000
39, $6500
50, $63800
31, $146800
27, $122600
60, $715100
76, $39900
44, $43700
66, $63000
56, $6100
35, $101900
63, $51400
73, $51200
68, $14900
91, $105200
25, $28000
36, $63900
55, $47600
51, $63300
61, $77200
68, $11700
59, $66900
63, $53500
28, $63700
70, $424300
62, $26200
47, $88000
54, $471600
30, $68600
85, $41000
77, $131700
39, $63800
39, $44800
77, $15600
80, $48300
27, $45300
64, $70900
72, $65300
63, $61000
79, $34900
77, $132500
27, $41800
58, $81200
65, $133400
70, $625600
28, $21900
23, $21000
75, $53200
47, $33800
70, $33700
32, $67200
49, $98300
79, $40200
27, $48100
23, $65700
59, $12500
50, $33700
51, $111000
37, $60700
59, $94400
46, $21700
27, $66700
34, $25000
53, $24700
50, $121000
58, $15100
31, $120900
72, $11500
69, $22700
47, $108200
31, $9800
45, $127100
32, $60500
55, -$1500
49, $59300
52, $50500
40, $97300
80, $19300
45, $2200
59, $426400
47, $65400
29, $33400
82, $65200
77, $33800
65, $79400
52, $9500
52, $13500
39, $27000
71, $51600
38, $29300
77, $81900
50, $1200
61, $1200
42, $82300
45, $16800
73, $7800
65, $8000
49, $16900
78, $24900
46, $12900
43, $998400
28, $39600
69, $8400
67, $8200
80, $55200
43, $30000
47, $18600
80, $20300
44, $12700
72, $13600
66, $11200
60, $13400
30, $10400
80, $14600
46, $19100
49, $384300
48, -$300
74, $7900
75, $16300
22, $21400
28, $26000
38, $23000
56, $11500
85, $25300
60, $18800
39, $25300
44, $15700
61, $17100
46, $13500
49, $115100
59, $84800
67, $14300
77, $43000
42, $83900
82, $36200
70, $23000
65, $11300
37, $43800
32, $29000
63, $8100
80, $54900
60, $8800
42, $103500
58, $26400
40, $26100
32, $45100
78, -$2700
79, $11900
61, $10300
54, $118500
54, $30600
34, $27900
61, $7500
41, $25500
67, $22500
29, -$400
63, $13400
31, $12300
76, $23900
58, $11200
85, $12500
49, $8000
40, $36700
77, $18600
79, $19000
57, $106600
25, $27300
47, $29100
80, $11400
36, $10600
76, $24200
37, $8300
26, $26100
39, $31900
66, $17200
63, $6300
74, $14500
55, -$5000
72, $15000
34, $8800
65, $25300
44, $56400
87, $64900
40, $77700
53, $89600
55, $30000
47, $28700
47, $3100
76, $16700
50, $18300
51, $9300
85, $14900
53, $65100
28, $55000
26, -$1800
42, $21900
64, $53300
51, $11000
65, -$1900
77, $116600
48, $38400
55, $10700
83, $25100
66, $14400
79, $14400
40, $78600
66, $27800
25, -$4500
73, $17700
67, $8200
33, $37600
67, $22500
74, $15800
36, $56800
26, $17300
53, $18000
61, $28500
55, $87000
65, $12400
45, $125800
39, $27900
52, $121300
93, $31000
40, $25600
50, $48400
34, $33800
58, $39200
28, $8300
31, $79700
52, $31400
79, $13000
53, $9100
69, $11700
91, $55900
51, $28400
38, $27400
73, $18200
75, $27600
52, $45400
35, $22600
53, $31700
44, $81800
32, $58100
71, $50600
34, $1700
75, $14000
53, $800
36, $47900
61, $30600
63, $28800
72, $17600
27, $59800
57, $39900
42, $42500
65, $11200
57, $56600
62, $87700
58, $11100
28, $32900
61, $29900
78, $13200
58, $52700
51, $136400
45, $217300
44, -$200
87, $16200
38, $63400
60, $141400
25, $8300
66, $662100
25, $5200
52, $5100
56, $15400
63, $39600
28, $8900
44, $59100
74, $25700
44, $35300
70, $11000
68, $36600
48, $45500
85, $8300
53, $14500
56, $16200
41, $2800
78, $13200
70, $70000
50, $20400
75, $24300
75, $22400
29, $44100
63, $20200
91, $16000
59, $29500
55, $10400
75, $27200
31, $7500
43, $33800
39, $9900
62, $8900
67, $12500
36, $3700
63, $137200
65, $41400
42, $61800
53, $17700
51, $97800
79, $69300
27, $42500
64, $34700
78, $11600
56, $21900
41, $20900
20, $28400
25, $70400
45, $73800
59, $8300
51, $29500
23, $27500
78, $10600
61, -$500
57, $300
54, $26800
44, $70300
61, $29400
36, $141700
30, $69500
50, $53300
57, $2300
44, $519500
54, $219900
40, $6300
53, $2200
55, $38000
40, $34700
58, $11400
82, $14300
29, $62100
38, $3300
76, $20000
57, $54700
63, $6500
85, $28000
66, $32700
46, $47500
76, $54500
82, $13500
68, $15300
65, $31300
85, $14900
52, $27900
56, $22400
63, $98500
78, $97500
58, $129300
28, $21700
64, $72600
53, $85500
75, $18800
55, $730400
41, $103300
77, $26700
82, $69300
80, $8400
39, $40900
80, $113300
55, $46800
62, $73200
31, $60900
42, $118400
85, $44100
68, $15300
43, $118800
60, $39900
63, $506500
51, $24100
62, $22100
69, $14700
63, $93500
59, $6800
44, $25100
59, $38200
60, $63600
48, $38800
64, $8600
73, $13500
66, $97300
48, $102000
41, $961000
38, $20900
35, $14100
60, $61600
74, $29200
61, $16500
56, $84700
23, $10600
30, $57300
37, $12300
57, $93700
80, $13400
56, $40400
43, $18500
31, $7100
46, $32300
54, $400
31, $17000
34, $50500
30, $33000
52, $105200
27, $64800
39, $10500
46, $839700
48, $70800
81, $46700
30, $44600
60, $22300
56, $50300
80, $10700
63, $25500
37, $243200
60, $73100
49, $57200
37, -$800
44, $76200
70, $29400
47, -$100
51, $69000
56, -$3300
66, $21400
79, $11800
41, $117100
61, $36000
73, $146500
68, $14100
22, -$1700
42, $116900
45, $908300
43, $147600
59, $711900
29, $106800
81, $26600
87, $32400
70, $11200
48, $146000
37, $56400
52, $22800
46, $116600
58, $26000
57, $43100
48, $38100
41, $14300
55, $43200
23, -$500
35, $29800
34, $37100
33, $14600
47, $58500
69, $53500
54, $29300
38, $51000
54, $117100
56, $1700
26, $55200
27, $24900
39, $86100
78, $34500
49, $30700
81, $25300
27, $16600
36, $13600
91, $13800
36, $558800
39, $65700
85, $23700
58, $24800
63, $64800
19, -$4100
23, $81800
46, $56700
51, $27400
36, $42700
87, $49400
20, $200
39, -$2700
46, $82500
26, $54600
30, $14000
85, $1300
58, $64800
58, $35200
51, $25000
36, $33000
34, $2600
37, $35800
75, $26400
51, $77100
69, $38400
20, $4400
72, $55400
62, $20900
31, $44300
23, $32400
81, $58800
87, $58700
51, $143800
48, $12800
45, $56600
51, $60800
77, $65500
59, $19700
54, $51800
42, $138700
20, $33000
48, -$4600
67, $70800
55, $20500
32, $40200
48, $16500
38, $148300
45, $146200
54, $4000
36, $93500
25, $16700
32, $148200
46, $118000
36, $495000
69, $126300
49, $152500
64, $10100
48, $620900
54, $710600
70, $26900
61, $82000
81, $40700
56, $72500
81, $12500
23, $11900
82, $21700
22, $81600
30, $12300
41, $2900
27, $5400
40, $950800
30, $41900
23, $38600
27, -$4000
21, $9500
41, $66200
62, $15600
42, $40600
65, $62900
73, $50200
56, $15500
53, $10500
63, $8000
80, $14600
83, $14700
62, $19700
50, $73800
41, $28700
47, $45900
25, $124000
62, $35800
23, $30300
39, $95300
24, $22300
69, $44500
50, $11000
87, $23000
21, $34100
31, $36400
25, $51900
48, $34400
75, $10500
61, $13400
76, $38500
65, $227900
80, $22400
46, $37500
57, $72300
58, $95700
87, $45300
27, $86400
37, $79200
24, $41000
72, $49000
74, $38600
68, $633400
25, $12200
49, $70900
33, $52800
32, $69200
29, $28100
28, $61300
70, $38700
63, $53300
57, $10100
37, $30800
59, $593700
36, $139600
58, $26700
85, $70900
55, $66800
77, $56600
80, $76900
67, $312200
57, $40900
60, $72600
78, $35400
44, $36800
51, $56700
33, $13300
65, $16900
42, $122000
77, $486400
34, $56200
44, $815500
46, $234600
37, $107400
31, $28200
82, $21000
54, $93800
64, $34000
66, $80500
71, $855200
50, $48900
37, $45700
52, $159400
61, $52100
76, $8000
56, $129800
41, $14000
36, $84800
34, $86800
50, $488000
23, $61800
81, $88100
38, $119800
38, $931400
89, $37200
47, $124900
72, $72300
21, $22700
49, $37900
39, $22700
34, $33000
26, $20100
54, $105100
32, $71500
26, $64400
49, $827300
75, $16900
26, $45900
60, $95100
71, $25900
39, $46500
56, $767800
34, $53400
63, $44400
68, $29500
59, $43800
33, $38200
41, $21000
60, $52700
30, $35900
68, $19100
45, $74100
43, $43300
25, $88800
49, $62800
85, $24600
61, $38900
64, $11400
36, $110700
47, $596800
70, $51900
68, $13700
49, $128600
57, $33700
53, $149900
37, $27700
40, $134800
67, $741900
50, $139400
50, $35900
34, $35100
34, $99800
31, $55700
49, $26500
59, $40400
81, $35300
52, $50200
37, $91000
63, $16900
47, $53100
32, $7000
76, $13200
44, $798500
39, $39600
67, $26600
74, $70700
25, $92500
30, $40400
69, $31400
59, $60400
69, $45300
78, $12500
78, $15600
66, $13000
29, $141100
85, $7600
52, $33400
45, $143000
55, $43100
62, $63600
79, $17000
27, $12700
71, $79100
40, $110500
35, $16100
31, $58700
36, -$2100
39, $66400
28, $42900
61, $29000
71, $94700
24, $32300
41, $139900
60, $66900
48, $62500
75, $39200
49, $36500
73, $36700
49, $64900
60, $148900
43, $55200
33, $96400
37, $129800
48, $143600
65, $28400
58, $107400
49, $24000
58, $130500
91, $37400
45, $457800
44, $30900
26, $38100
58, $66000
62, $90400
50, $77000
57, $31200
47, $123000
64, $177700
65, $13100
48, $66300
55, $33300
48, $102900
22, -$3600
59, $17000
56, $25300
26, $88700
81, $28200
54, $18300
39, $30400
54, $5600
58, $85100
76, $58100
48, $120700
38, $56900
50, $149700
38, $65700
41, $89000
87, $19400
41, $51700
59, $64000
41, $72300
30, $13500
44, $89200
59, $134200
45, $539500
50, $125600
53, $28500
80, $29100
54, $12400
61, $43500
47, $78900
71, $29600
69, $20400
76, $42300
54, $58500
47, $65300
70, $56700
33, $18300
80, -$3800
74, $49600
39, $13600
38, $49300
85, $904300
27, $80500
41, $61800
65, $14600
60, $24300
28, $96000
63, $69800
29, $36200
33, $23100
31, $36300
89, $13500
79, $20300
56, $581600
66, $10000
34, $38900
42, $25000
66, $39400
87, $55100
33, $138100
78, $12800
42, $623300
54, $11000
63, $13500
54, $147600
51, $54300
48, $20500
26, $42800
48, $245300
64, $13300
53, $11000
71, $28200
50, $18100
51, $448300
48, $84000
76, $9300
73, $55600
42, $864000
34, $35500
47, $99500
44, $35600
61, $14900
37, $48100
51, $119500
64, $10300
57, $16400
65, $46900
59, $69500
65, $13000
27, $69900
48, $127400
28, $5200
37, $56600
61, $948100
70, $58600
72, $95000
66, $8800
30, $149900
64, $36300
34, $737900
44, $48900
57, $48400
54, $109200
44, $20000
38, $82300
48, $208700
31, $79100
61, $65300
48, $3700
72, $48400
72, $26400
24, $49000
67, $37300
43, $65600
52, $52500
56, $75100
72, $8300
70, $88200
75, $72100
27, $32400
43, $720400
24, $1500
54, $86200
33, $53600
69, $13500
59, $759000
41, $57500
34, $125900
29, $124800
80, $29400
70, $41900
91, $47500
42, $143900
67, $139500
77, $13200
43, $44000
41, $100700
52, $26500
49, $144900
74, $25900
39, $61300
26, $297100
54, $99900
22, $19600
28, $83700
71, $12400
48, $148800
33, $6100
81, $12500
40, $59100
79, $20900
59, $138000
50, $120300
70, $231600
43, $261000
73, $71600
50, $51900
81, $36600
54, $144500
46, $105600
38, $22700
47, $75000
55, $25900
64, $52800
74, $67800
59, $2100
47, $112300
73, $58800
42, $39200
72, $36800
51, $509200
55, $65300
24, $86200
26, $79600
72, $9200
58, $76200
37, $26500
48, $130600
64, $31900
81, $17800
68, $24300
42, $83100
85, $23700
45, $94600
53, $740700
84, $28600
56, $14000
43, $88000
59, $70100
49, $17900
70, $56800
34, $79300
38, $10500
49, $84100
81, $255000
43, $60900
48, $98900
76, $12600
53, $56200
39, $12200
38, $120000
42, $121600
66, $43700
57, $54400
47, $50100
46, $58200
20, $12700
56, $29300
29, $99200
74, $19700
64, $15700
68, $37800
82, $85800
55, $24100
62, $31200
43, $34800
53, $20300
59, $96100
75, $37700
51, $12600
59, $49000
45, $103500
75, $15200
80, $39700
54, $7400
74, $24500
36, $39300
85, $17300
35, $66400
36, $141600
81, $7300
55, $65300
51, $60300
59, $16400
48, $9400
80, $14700
50, $61200
25, $14800
24, $57200
68, $27300
35, $16500
40, $71600
54, -$3200
70, $26800
68, $18500
38, $24500
68, $26500
40, $37800
83, $72800
60, $54300
61, $27100
33, $16300
47, $59100
74, $33300
60, $11700
46, $41100
29, $56500
76, $36100
20, $30000
78, $79000
42, $65500
22, $13600
44, $68300
63, $17600
80, $23400
56, $23100
52, $24300
59, $37200
29, $10600
52, $25000
51, $8000
59, $27800
53, $72700
63, $77900
59, $114500
72, $26300
68, $39100
35, $75300
57, $9800
71, $37700
48, $143400
21, $34300
72, $17900
79, $13400
29, $24400
63, $91500
50, $120600
74, $26700
21, $17000
80, $15900
30, $9500
33, $52200
47, $38000
39, $17700
17, $5100
23, $28900
64, $24400
45, $7500
42, $27600
23, $20700
67, $13500
55, $33000
48, $86500
52, $74000
33, $30600
41, $8300
20, $59800
43, $967600
71, $14700
69, $42000
58, $51400
76, $26200
48, $19000
54, $6800
68, $5700
30, $20600
70, $22500
76, $10400
67, $13300
66, $14700
80, $27700
54, $52500
42, $197400
78, $13800
68, $29000
54, $14100
72, $25600
41, $21900
53, $59400
40, $20300
56, $57900
30, $11100
72, $18900
51, $11000
69, $28300
70, $23100
53, $57200
47, -$4100
84, $12400
63, $22000
77, $24700
68, $124900
32, $49500
73, $36500
75, $29300
74, $13800
87, $20100
33, $116100
91, $28100
81, $12600
80, $78600
68, $11600
49, $20900
33, $23400
71, $69300
26, $37300
65, $58100
81, $13500
45, $10200
71, $29600
31, $32500
44, $82200
58, $30900
26, $25600
20, $47300
44, $88200
46, $45200
65, $9300
77, $23900
54, $94800
59, $160300
72, $23700
67, $41500
57, $30400
72, $14600
37, $831400
49, $43900
56, $70400
81, $28800
78, $99300
72, $39400
28, $50100
60, $37200
40, $29600
53, $8400
73, $15900
38, $46700
31, $49800
69, $46100
68, $7200
30, $43300
61, $23400
58, $11500
69, $35500
70, $24600
51, $6700
24, $19800
43, $14800
41, $67600
58, $23700
93, $21500
59, $20500
